class_index,label_name,title,description,text,binary_label,pred_binary,pred_binary_label,pred_binary_score,tech_category,tech_category_score,tech_category_score_gap,top2_category,top2_score
4,Sci/Tech,Dell Exits Low-End China Consumer PC Market," HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.","Dell Exits Low-End China Consumer PC Market. HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's largest PC maker, said on Monday it has left the low-end consumer PC market in China and cut its overall growth target for the country this year due to stiff competition in the segment.",1,1,tech,0.521644547265104,Other Tech,0.29406774044036865,0.14174968004226685,Infra/Cloud,0.1523180603981018
4,Sci/Tech,Vodafone hires Citi for Cesky bid (TheDeal.com),TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.,Vodafone hires Citi for Cesky bid (TheDeal.com). TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.,1,1,tech,0.5628055590471933,Other Tech,0.13535889983177185,0.029111526906490326,DB/Storage,0.10624737292528152
4,Sci/Tech,Promoting a Shared Vision,"As Michael Kaleko kept running into people who were getting older and having more vision problems, he realized he could do something about it.","Promoting a Shared Vision. As Michael Kaleko kept running into people who were getting older and having more vision problems, he realized he could do something about it.",1,1,tech,0.5791354236908758,Other Tech,0.09137201309204102,0.0039260536432266235,AI/ML,0.08744595944881439
4,Sci/Tech,Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor),"NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship management and e-commerce application.","Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor). NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship management and e-commerce application.",1,1,tech,0.9344615280304869,Other Tech,0.2767833471298218,0.017678141593933105,DB/Storage,0.25910520553588867
4,Sci/Tech,Indian state rolls out wireless broadband,Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,Indian state rolls out wireless broadband. Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,1,1,tech,0.950511973726004,Other Tech,0.24525567889213562,0.12327764183282852,Infra/Cloud,0.1219780370593071
4,Sci/Tech,China's Red Flag Linux to focus on enterprise,"Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its server operating system and enterprise customers, the company's acting president said.","China's Red Flag Linux to focus on enterprise. Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its server operating system and enterprise customers, the company's acting president said.",1,1,tech,0.9858745498573488,Other Tech,0.3398294448852539,0.0848672091960907,Framework,0.2549622356891632
4,Sci/Tech,AOL Properties Sign Girafa For Thumbnail Search Images,"AOL Properties Sign Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.\\Using Girafa's thumbnail search service, search users can ...","AOL Properties Sign Girafa For Thumbnail Search Images. AOL Properties Sign Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.\\Using Girafa's thumbnail search service, search users can ...",1,1,tech,0.9973805889832452,Other Tech,0.20948860049247742,0.004837170243263245,Collaboration/Utility,0.20465143024921417
4,Sci/Tech,Cassini Spies Two Little Saturn Moons (AP),"AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.","Cassini Spies Two Little Saturn Moons (AP). AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",1,1,tech,0.9752894983582374,Other Tech,0.14531995356082916,0.03912283480167389,Security,0.10619711875915527
4,Sci/Tech,Nobel Laureate Decries Stem Cell Limits (AP),"AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.","Nobel Laureate Decries Stem Cell Limits (AP). AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",1,1,tech,0.7316759565843441,Other Tech,0.22353559732437134,0.10833543539047241,AI/ML,0.11520016193389893
3,Business,Intel to delay product aimed for high-definition TVs,"SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.","Intel to delay product aimed for high-definition TVs. SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",0,1,tech,0.9706854601605327,Other Tech,0.2785806655883789,0.10376644134521484,Data Engineering/Messaging,0.17481422424316406
4,Sci/Tech,Consumers Would Pay In Phone Proposal,"A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","Consumers Would Pay In Phone Proposal. A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",1,1,tech,0.9945171416510777,Other Tech,0.2199907898902893,0.10556194186210632,Framework,0.11442884802818298
4,Sci/Tech,Intel Delays Launch of Projection TV Chip,"In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.","Intel Delays Launch of Projection TV Chip. In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.",1,1,tech,0.942739227085793,Other Tech,0.24335482716560364,0.11911152303218842,AI/ML,0.12424330413341522
4,Sci/Tech,China cracks down on  quot;phone sex quot; services,"BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against Internet pornography, Minister of Information Industry Wang Xudong said here Tuesday. ","China cracks down on quot;phone sex quot; services. BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on quot;phone sex quot; services, paralleling another sweeping operation against Internet pornography, Minister of Information Industry Wang Xudong said here Tuesday.",1,1,tech,0.8943364110968739,Other Tech,0.26591503620147705,0.10491572320461273,Security,0.16099931299686432
3,Business,Surviving Biotech's Downturns,Charly Travers offers advice on withstanding the volatility of the biotech sector.,Surviving Biotech's Downturns. Charly Travers offers advice on withstanding the volatility of the biotech sector.,0,1,tech,0.917597627373265,Other Tech,0.27119579911231995,0.04089057445526123,DB/Storage,0.23030522465705872
4,Sci/Tech,TGn Sync Proposes New WLAN Standard,The battle over home entertainment networking is heating up as a coalition proposes yet another standard for the IEEE #39;s consideration. ,TGn Sync Proposes New WLAN Standard. The battle over home entertainment networking is heating up as a coalition proposes yet another standard for the IEEE #39;s consideration.,1,1,tech,0.9770571429450796,Other Tech,0.24627307057380676,0.09621882438659668,Collaboration/Utility,0.15005424618721008
3,Business,Yahoo! Ups Ante for Small Businesses,Web giant Yahoo! is gambling that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses looking to move online get a sweeter deal through ...,Yahoo! Ups Ante for Small Businesses. Web giant Yahoo! is gambling that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses looking to move online get a sweeter deal through ...,0,1,tech,0.9827416388883088,Other Tech,0.2088642120361328,0.02018079161643982,Data Engineering/Messaging,0.188683420419693
4,Sci/Tech,IBM Buys Two Danish Services Firms,"IBM said Tuesday it has acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia. As a result of the moves, IBM will add about 3,700 IT staffers to its global head count. Financial terms of ...","IBM Buys Two Danish Services Firms. IBM said Tuesday it has acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia. As a result of the moves, IBM will add about 3,700 IT staffers to its global head count. Financial terms of ...",1,1,tech,0.6206849825955093,Other Tech,0.20925620198249817,0.05619756877422333,Data Engineering/Messaging,0.15305863320827484
4,Sci/Tech,Motorola and HP in Linux tie-up,"Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. ","Motorola and HP in Linux tie-up. Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard.",1,1,tech,0.9944710337551478,Other Tech,0.33123791217803955,0.015980243682861328,Framework,0.3152576684951782
4,Sci/Tech,Microsoft Pushes Off SP2 Release,"Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...","Microsoft Pushes Off SP2 Release. Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...",1,1,tech,0.9983717126057422,Other Tech,0.26453205943107605,0.10595634579658508,Collaboration/Utility,0.15857571363449097
4,Sci/Tech,Cassini Space Probe Spots Two New Saturn Moons (Reuters),"Reuters - Two new moons were spotted around\Saturn by the Cassini space probe, raising the total to 33\moons for the ringed planet, NASA said on Monday.","Cassini Space Probe Spots Two New Saturn Moons (Reuters). Reuters - Two new moons were spotted around\Saturn by the Cassini space probe, raising the total to 33\moons for the ringed planet, NASA said on Monday.",1,1,tech,0.901430903554456,Other Tech,0.08879770338535309,0.020489275455474854,Other Tech,0.06830842792987823
4,Sci/Tech,IBM adds midrange server to eServer lineup,The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.,IBM adds midrange server to eServer lineup. The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.,1,1,tech,0.9885687986335984,Other Tech,0.25002938508987427,0.02504315972328186,Data Engineering/Messaging,0.2249862253665924
4,Sci/Tech,iPod Comparison,"Newsday #146;s Stephen Williams reports on seeing Sony #146;s NW-HD1 audio player in a store:  #147; #145;How #146;s it compare to the iPod? #146; I asked a salesman.  #145;Battery life is a lot longer, up to 30 hours, #146; he said.  #145;The LCD readout is kind of dim, #146; I said.   #146;Battery life is a lot longer, #146; he said.  #145;I understand it can #146;t play MP3 files, #146; I said.  #145;Battery life is a lot longer, #146; he said. #148; Aug 17","iPod Comparison. Newsday #146;s Stephen Williams reports on seeing Sony #146;s NW-HD1 audio player in a store: #147; #145;How #146;s it compare to the iPod? #146; I asked a salesman. #145;Battery life is a lot longer, up to 30 hours, #146; he said. #145;The LCD readout is kind of dim, #146; I said. #146;Battery life is a lot longer, #146; he said. #145;I understand it can #146;t play MP3 files, #146; I said. #145;Battery life is a lot longer, #146; he said. #148; Aug 17",1,1,tech,0.9938491524333296,Other Tech,0.2797125577926636,0.14626237750053406,DB/Storage,0.13345018029212952
4,Sci/Tech,AMD Ships Notebook Chips,"It wasn #39;t the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) 64-bit 90-nanometer (nm) chips are expected to make waves in the semiconductor pool. ","AMD Ships Notebook Chips. It wasn #39;t the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) 64-bit 90-nanometer (nm) chips are expected to make waves in the semiconductor pool.",1,1,tech,0.9818686503440175,Other Tech,0.40515846014022827,0.22958055138587952,DB/Storage,0.17557790875434875
4,Sci/Tech,IBM Seeks To Have SCO Claims Dismissed (NewsFactor),"NewsFactor - IBM (NYSE: IBM) has -- again -- sought to have the pending legal claims by The SCO Group dismissed. According to a motion it filed in a U.S. district court, IBM argues that SCO has no evidence to support its claims that it appropriated confidential source code from Unix System V and placed it in Linux.","IBM Seeks To Have SCO Claims Dismissed (NewsFactor). NewsFactor - IBM (NYSE: IBM) has -- again -- sought to have the pending legal claims by The SCO Group dismissed. According to a motion it filed in a U.S. district court, IBM argues that SCO has no evidence to support its claims that it appropriated confidential source code from Unix System V and placed it in Linux.",1,1,tech,0.9408518317212312,Other Tech,0.2111148238182068,0.050877004861831665,Security,0.16023781895637512
3,Business,SUVs: Live And Let Die,NEW YORK - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility vehicles. ,SUVs: Live And Let Die. NEW YORK - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility vehicles.,0,1,tech,0.5878481298616505,Other Tech,0.18682843446731567,0.004806101322174072,Other Tech,0.1820223331451416
1,World,Google Lowers Its IPO Price Range,"SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering isn't as popular as expected, the company lowered its estimated price range to between \$85 and \$95 per share, down from the earlier prediction of \$108 and \$135 per share...","Google Lowers Its IPO Price Range. SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering isn't as popular as expected, the company lowered its estimated price range to between \$85 and \$95 per share, down from the earlier prediction of \$108 and \$135 per share...",0,1,tech,0.6040068300565455,Other Tech,0.18701648712158203,0.05600522458553314,Security,0.1310112625360489
1,World,"Future Doctors, Crossing Borders",Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.,"Future Doctors, Crossing Borders. Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.",0,1,tech,0.8247459587582023,Other Tech,0.0843852162361145,0.027434978634119034,AI/ML,0.05695023760199547
